iter	MultiClass
417	0.712656429
418	0.7123027077
419	0.7117955767
420	0.7113557228
421	0.7110096463
422	0.7106480817
423	0.7101835344
424	0.7098185994
425	0.7093728487
426	0.7088921606
427	0.7084094312
428	0.7079337392
429	0.707603149
430	0.7070193677
431	0.7063451317
432	0.7059545272
433	0.7055372663
434	0.705052147
435	0.7043105368
436	0.7036561603
437	0.7034452309
438	0.7030329033
439	0.7026395243
440	0.7020290501
441	0.7017580582
442	0.7015422933
443	0.7004828224
444	0.6999254568
445	0.6995116892
446	0.6992172024
447	0.6987866476
448	0.6981331835
449	0.6976924298
450	0.697326762
451	0.6970355318
452	0.6967717888
453	0.6965971854
454	0.6963707558
455	0.6960118223
456	0.6956228043
457	0.6954021677
458	0.6949323929
459	0.6946017054
460	0.6943663143
461	0.6939596873
462	0.6924257784
463	0.6920734787
464	0.6917718736
465	0.6914921409
466	0.6912307091
467	0.6906999741
468	0.6903161764
469	0.6899824812
470	0.6897635978
471	0.6894166836
472	0.6890966945
473	0.6887997572
474	0.6882543553
475	0.6879300056
476	0.6876894489
477	0.6874476473
478	0.6870162275
479	0.6867461705
480	0.6864246743
481	0.686147174
482	0.6857407674
483	0.6854936544
484	0.6852776799
485	0.6850556807
486	0.6847616621
487	0.6844677209
488	0.6841850132
489	0.6839084511
490	0.6836572626
491	0.6833924035
492	0.6830407989
493	0.6828165662
494	0.6825267599
495	0.6819940069
496	0.6816874878
497	0.6813927416
498	0.6795145848
499	0.6791143478
500	0.6789194832
501	0.6786872549
502	0.6783651144
503	0.6775579484
504	0.6770231508
505	0.6765086315
506	0.676300909
507	0.676081024
508	0.6756819938
509	0.6754369889
510	0.6752052999
511	0.674957498
512	0.6746427632
513	0.6741132412
514	0.673772818
515	0.6733374802
516	0.6730372374
517	0.672637945
518	0.672271462
519	0.6721327492
520	0.6718820482
521	0.6715924288
522	0.6713883422
523	0.6708983939
524	0.6690301118
525	0.6687937921
526	0.6684382397
527	0.6681365885
528	0.667773309
529	0.6673017578
530	0.6668899059
531	0.666611626
532	0.6663600882
533	0.6661722733
534	0.6657871052
535	0.6653796258
536	0.6648416279
537	0.664487419
538	0.6642199796
539	0.6639928086
540	0.6637651122
541	0.6631402373
542	0.6628280121
543	0.6623806725
544	0.6621672184
545	0.6619060129
546	0.661685148
547	0.6614027834
548	0.6612333221
549	0.6610027955
550	0.660757135
551	0.6605590018
552	0.6603454712
553	0.6601442877
554	0.6598629682
555	0.6596496891
556	0.6594380472
557	0.6592243982
558	0.6589686857
559	0.6587334961
560	0.6580109223
561	0.6578045649
562	0.657548989
563	0.6571780999
564	0.6569344153
565	0.6567403429
566	0.6565304205
567	0.6563497437
568	0.6559702052
569	0.65533257
570	0.6551454972
571	0.6548857207
572	0.6546773133
573	0.6543934804
574	0.6541187475
575	0.653821682
576	0.6535823297
577	0.6533733555
578	0.6531540038
579	0.6529565637
580	0.6527256243
581	0.652445405
582	0.6520769704
583	0.6518491783
584	0.6515679355
585	0.6514764109
586	0.6512037136
587	0.6508858352
588	0.6506232172
589	0.650332604
590	0.649913844
591	0.6496422607
592	0.6491377377
593	0.6489063223
594	0.648649172
595	0.6483826507
596	0.6480410098
597	0.6477604459
598	0.6474607532
599	0.6470677342
600	0.6469012185
601	0.6466883775
602	0.6463866957
603	0.6461535244
604	0.6455201423
605	0.6453785018
606	0.6451706606
607	0.6449721259
608	0.6447664683
609	0.6444245757
610	0.6441539811
611	0.6439449867
612	0.6437645478
613	0.6430858741
614	0.6429758587
615	0.6428521735
616	0.642788693
617	0.6425624485
618	0.6423657272
619	0.6417371299
620	0.6415753012
621	0.6413218483
622	0.6410132153
623	0.6407989135
624	0.6406559938
625	0.6404742575
626	0.6401444258
627	0.6399788301
628	0.639664457
629	0.6395606593
630	0.6393584502
631	0.6391580589
632	0.6389962537
633	0.6387200189
634	0.6384282142
635	0.6381444863
636	0.6378456441
637	0.637677482
638	0.6374712551
639	0.6373147825
640	0.636660203
641	0.6364346154
642	0.6362076325
643	0.6360160139
644	0.6357997369
645	0.6356602702
646	0.6355188489
647	0.6352703364
648	0.6351270976
649	0.6349171209
650	0.6345958273
651	0.6343606397
652	0.6342009009
653	0.6340014951
654	0.6337635533
655	0.6335123012
656	0.633345981
657	0.6331071242
658	0.63270102
659	0.6325095934
660	0.6322904264
661	0.6321239442
662	0.6318388794
663	0.6316467447
664	0.6312768997
665	0.63100309
666	0.6308254173
667	0.6306520807
668	0.6304038071
669	0.6301588362
670	0.6299679194
671	0.6297473315
672	0.6295341457
673	0.629387511
674	0.6290434159
675	0.6286918631
676	0.6285554542
677	0.6283595334
678	0.6282459113
679	0.6280081752
680	0.6277898767
681	0.6275955197
682	0.6274475784
683	0.6271530303
684	0.6265163462
685	0.6263843375
686	0.6262370955
687	0.6260287696
688	0.6257890029
689	0.6256237904
690	0.625498342
691	0.6252997969
692	0.6251173639
693	0.6250019798
694	0.6247299251
695	0.6245640123
696	0.6244721387
697	0.624287194
698	0.6241184991
699	0.6239286426
700	0.6237475902
701	0.6236113819
702	0.6233660498
703	0.6231931193
704	0.6229666724
705	0.6226420331
706	0.6225100741
707	0.6223245731
708	0.6221305741
709	0.6220529679
710	0.6218752179
711	0.6216624431
712	0.6215341184
713	0.6213294901
714	0.621185243
715	0.6209415422
716	0.6208269928
717	0.6207227558
718	0.6204542504
719	0.6202248195
720	0.6200937894
721	0.6197977817
722	0.6195971852
723	0.6194028367
724	0.6191586066
725	0.6189194971
726	0.6187384674
727	0.618560491
728	0.6184546274
729	0.6181592384
730	0.6179970278
731	0.6178126702
732	0.6175971988
733	0.6175003246
734	0.6170901916
735	0.6169332105
736	0.6167111315
737	0.6165937522
738	0.6163305324
739	0.6161997752
740	0.6159842811
741	0.615670163
742	0.6154979811
743	0.6153601143
744	0.6152406034
745	0.6150859874
746	0.6149565112
747	0.6147974227
748	0.6145352306
749	0.6143291478
750	0.6142099349
751	0.6140408172
752	0.6139095276
753	0.6137344801
754	0.6135185139
755	0.6133561052
756	0.6131751202
757	0.6129991664
758	0.6127718434
759	0.6120425073
760	0.6118328339
761	0.6117117792
762	0.6115381241
763	0.6113861787
764	0.6112022206
765	0.6110230961
766	0.6107340116
767	0.6105678125
768	0.6103825864
769	0.6102583868
770	0.6100431405
771	0.6098369292
772	0.6095817435
773	0.6094828972
774	0.6091897519
775	0.6090566916
776	0.6089124189
777	0.6087735603
778	0.6086933924
779	0.6084295502
780	0.6082746481
781	0.6081000621
782	0.6078975627
783	0.607764754
784	0.6075061967
785	0.6074043308
786	0.6070934039
787	0.6066523348
788	0.6063783841
789	0.606163666
790	0.6059187481
791	0.6057910295
792	0.6056693874
793	0.6055737525
794	0.6054472692
795	0.6052146797
796	0.6049824516
797	0.6046786403
798	0.6045525348
799	0.6043060194
800	0.604029455
801	0.6037458991
802	0.6035336289
803	0.6033287066
804	0.6032279532
805	0.6031377031
806	0.6029878659
807	0.6028598308
808	0.6027263991
809	0.6025222222
810	0.602326451
811	0.6021716748
812	0.6020373375
813	0.6018224929
814	0.6017202552
815	0.6015161579
816	0.6013806145
817	0.601131618
818	0.6010449826
819	0.6009202601
820	0.6005839148
821	0.6003996387
822	0.6001857385
823	0.6000251227
824	0.5996297552
825	0.5995210212
826	0.5994266932
827	0.5992316752
828	0.5990119094
829	0.5987903283
830	0.5986290234
831	0.5984761023
832	0.598369418
833	0.5982506943
834	0.5979618144
835	0.5978242834
836	0.5976872838
837	0.5971927206
838	0.5970470003
839	0.5969192445
840	0.5960291263
841	0.5958520834
842	0.5957499501
843	0.5956525833
844	0.5954177207
845	0.5952385173
846	0.5950308457
847	0.5948870268
848	0.5947073147
849	0.5945521526
850	0.5943969686
851	0.5941828772
852	0.5938956881
853	0.5937423857
854	0.5935740515
855	0.5933661919
856	0.5932047852
857	0.5930942119
858	0.5929923617
859	0.5928347865
860	0.5927168591
861	0.5926167625
862	0.5923152646
863	0.5922185191
864	0.5919738687
865	0.5918647891
866	0.5917259532
867	0.5915029092
868	0.5913278732
869	0.5911638213
870	0.5910856228
871	0.5909329455
872	0.5907926631
873	0.5906076785
874	0.5905147197
875	0.5903998673
876	0.5902743605
877	0.5901604457
878	0.5900083693
879	0.589941359
880	0.5897811352
881	0.5896639014
882	0.5895555211
883	0.5894517423
884	0.5893032675
885	0.5891406681
886	0.5889784276
887	0.5886919666
888	0.5881882035
889	0.5880639253
890	0.5876080318
891	0.5874621127
892	0.58726719
893	0.5871220602
894	0.5869412196
895	0.5868167718
896	0.5865176281
897	0.5863497686
898	0.5862142273
899	0.5859032483
900	0.585688984
901	0.5850500014
902	0.5848469142
903	0.584724821
904	0.5846099374
905	0.5844191005
906	0.584329143
907	0.584094838
908	0.5839833113
909	0.5839227011
910	0.5838205553
911	0.5836387434
912	0.5835426251
913	0.5834249252
914	0.583354896
915	0.5831962753
916	0.583071482
917	0.5828898634
918	0.5827675064
919	0.5827032398
920	0.5825822117
921	0.5824740147
922	0.5823254215
923	0.5822149258
924	0.5820874519
925	0.5818859873
926	0.5816431912
927	0.5814473861
928	0.5811936523
929	0.5810387774
930	0.5809000046
931	0.5807263919
932	0.5806069395
933	0.5804334354
934	0.5803183895
935	0.5799413627
936	0.5798660031
937	0.5797716538
938	0.5796542828
939	0.5794308027
940	0.5788062178
941	0.5786939652
942	0.5785560684
943	0.5784372247
944	0.5783385511
945	0.5781788282
946	0.5780632528
947	0.5779442576
948	0.577843264
949	0.5777027923
950	0.5775746305
951	0.5774656097
952	0.5773575604
953	0.5769687621
954	0.5767836541
955	0.576704017
956	0.5766285674
957	0.5765507121
958	0.5763174644
959	0.5761877757
960	0.5760954731
961	0.5759883937
962	0.5759027512
963	0.5758245129
964	0.575685976
965	0.5755349317
966	0.5753583182
967	0.5752956635
968	0.5751508549
969	0.5750130056
970	0.5748784323
971	0.5748159958
972	0.5740244483
973	0.5738594027
974	0.5736247296
975	0.573455524
976	0.5733132836
977	0.5731314377
978	0.5729981183
979	0.5728413618
980	0.5726882239
981	0.5726502776
982	0.5725492383
983	0.5723656234
984	0.5723020355
985	0.5722203247
986	0.5721172569
987	0.5720191595
988	0.5719043538
989	0.571659154
990	0.5715461483
991	0.571423005
992	0.5712405408
993	0.5710982427
994	0.5709343237
995	0.5703144433
996	0.5701762663
997	0.5699408276
998	0.5698393082
999	0.5697353302
